ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
54612167|Wrexham Car & Van Hire|02600113|332430.7|349323|1|10091697737|osgb5000005124213860|1|46900899|1|62.2|Unit 1 Puleston Mills||Felin Puleston, Wrexham|Clwyd|LL13 7RF|Wrecsam - Wrexham|01978314158|||||118 Information|2025-03-01
54655999|Acton Coaches|02600113|334338|351802|1|100100851786|osgb1000034910571|2|46904270|1|21.3|109|Herbert Jennings Avenue|Acton, Wrexham|Clwyd|LL12 7YA|Wrecsam - Wrexham|01978352470|||||118 Information|2025-03-01
54657183|Enterprise Rent-A-Car|02600113|332907.6|352589.3|1|10090395845|osgb1000000236001138|3|46900092|1|21.9|Enterprise Rent A Car|Rhosddu Industrial Estate|Old Rhosrobin, Wrexham|Clwyd|LL11 4YL|Wrecsam - Wrexham|01978361200|www.enterprise.co.uk/en/home.html|Enterprise Rent-A-Car|||118 Information|2025-03-01
48892480|Clwyd Caravans & Leisure Ltd|02600113|329350|343273|1|10070383777|osgb1000000260804317|6|46955610|3|27|Green Cottage the Green, Wynnstay Yard|Ruabon|Wrexham|Clwyd|LL14 6DP|Wrecsam - Wrexham|01978810091|www.clwydcaravans.com||||118 Information|2025-03-01
75355157|B E Davies Coaches|02600113|327150.3|359449.3|1|200001641032|osgb1000034573761|4|46800279|1|40.1|Philwen|Pontybodkin Hill|Leeswood|Clwyd|CH7 4RA|Sir y Fflint - Flintshire|01352770309|||||118 Information|2025-03-01
54662356|Price Coaches|02600113|330990|351364|1|100100854535|osgb1000034707574|5|46903228|1|16.6|The Haven|Bersham Road|New Broughton, Wrexham|Clwyd|LL11 6TF|Wrecsam - Wrexham|01978756834|||||118 Information|2025-03-01
26363104|Post Office (Hope)|09480763|330837.7|358393.5|1|10013703637|osgb1000034713003|6|46802805|1|16.4||Fagl Lane|Hope|Clwyd|LL12 9PY|Sir y Fflint - Flintshire||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26369760|Post Office (Rhostyllen)|09480763|331755|348829|1|10070390084|osgb1000034756966|6|46900145|1|30.6|50, Wrexham Road|Rhostyllen|Wrexham|Clwyd|LL14 4DH|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
166902306|Post Office (Bwlchgwyn Mobile Service)|09480763|326252.8|353512.6|1|100101051067|osgb1000034537807|6|46903009|1|33.4|Bwlchgwyn Community Centre Community Centre|Stryt Maelor|Bwlchgwyn, Wrexham|Clwyd|LL11 5YA|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26362057|Post Office (Gwersyllt)|09480763|332039.2|353190.5|1|10004511570|osgb5000005156876231|1|46904667|3|49.2|Unit 5|Dodds Lane|Gwersyllt, Wrexham|Clwyd|LL11 4NT|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26356643|Post Office (Bryn Hafod)|09480763|334914|349773|1|100101051127|osgb1000034905023|2|46903379|1|26.9|6|Prince Charles Road|Wrexham|Clwyd|LL13 8YB|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26356664|Post Office (Brynteg)|09480763|330748.9|352868.2|1|10070385251|osgb1000034709128|6|46904281|1|11|49|Hill Street|Pentre Broughton, Wrexham|Clwyd|LL11 6DA|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
169667713|Post Office (Marchwiel)|09480763|335661.9|347827.1|1|10004515640|osgb1000034958990|3|46903175|1|18|29|Piercy Avenue|Marchwiel, Wrexham|Clwyd|LL13 0RH|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26363484|Post Office (Johnstown)|09480763|329992|346298.8|1|10023171587|osgb1000034655864|5|46902661|1|15.5|18|Merlin Street|Johnstown, Wrexham|Clwyd|LL14 1NL|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26361963|Post Office (Gresford)|09480763|335107.9|354664.2|1|100100940489|osgb1000034964051|4|46903840|1|30|58|Chester Road|Gresford, Wrexham|Clwyd|LL12 8NE|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26368179|Post Office (Rossett)|09480763|336422|357123|1|10070386478|osgb1000035014571|4|46903614|1|10.6|Presbyterian Church, Station Road|Rossett|Wrexham|Clwyd|LL12 0HE|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26364570|Post Office (Llanfynydd)|09480763|333076|352401|1||osgb5000005173186151|2|46900817|3|0||Main Road|Old Rhosrobin, Rhosrobin|Clwyd|LL11 2AU|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26367362|Post Office (Plas Madoc)|09480763|328650|343360|1|10004511122|osgb1000034611159|3|46924687|1|15.2|4|Woodwards Walk|Plas Madoc, Acrefair|Clwyd|LL14 3UY|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26367715|Post Office (Queens Park)|09480763|334413|350879|1|10023163185|osgb1000034908349|4|46904289|1|15.7|Flat 1, 81-83|Holt Road|Wrexham|Clwyd|LL13 8NG|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26364649|Post Office (Llay)|09480763|333329.3|355750.5|1|10013543936|osgb1000034866218|7|46927456|1|13.5|Supermarket and Post Office|Market Square|Fifth Avenue, Llay|Clwyd|LL12 0SA|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
142083891|Post Office (Wrexham)|09480763|333520.2|350247.8|1|100101061071|osgb1000034858767|3|46904293|1|12.4|58|Hope Street|Wrexham|Clwyd|LL11 1BE|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26357820|Post Office (Coedpoeth)|09480763|328454|351116|1|100100865891|osgb1000034615053|5|46902948|1|8.4|Manchester House, Heol Maelor|Coedpoeth|Wrexham|Clwyd|LL11 3LS|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26362855|Post Office (Kingsmills Road)|09480763|333898|349730|1|100100941666|osgb5000005232384420|1|46903334|1|13.5|49|Kingsmills Road|Wrexham|Clwyd|LL13 8NL|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
181645049|Post Office (Salop Road Drop + Collect)|09480763|337373|341650|1|10090397698|osgb1000035064484|3|46903492|2|16.1|43-44 Salop Road|Overton|Wrexham|Clwyd|LL13 0EH|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26367964|Post Office (Rhosnesni)|09480763|335071|351328|1|10013548329|osgb1000034963241|4|46903852|1|13|12|Dean Road|Wrexham|Clwyd|LL13 9EH|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
26369134|Post Office (Southsea)|09480763|330547.5|351592.7|1|10070383672|osgb1000034708359|5|46904478|1|20.6|1|Southsea Road|Southsea, Wrexham|Clwyd|LL11 6PP|Wrecsam - Wrexham||www.postoffice.co.uk|Royal Mail|||Royal Mail|2025-03-01
